,Order,Family,Species,JetzTreeName,Humerus_length_mm,Ulna_length_mm,Radius_length_mm,Carpometacarpus_length_mm,Femur_length_mm,Tibiotarsus_length_mm,Tarsometatarsus_length_mm,Spec_no.,Reference,Body_mass_g,Foraging_niche,TrophicEcology,Habitat,Kipps.dist,Ontogeny,Magnificent7
346,Anseriformes,Anatidae,Anas_strepera,Anas_strepera,79.66,69.73,64.27,50.17,42.09,70,37.01,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",915.58,Herbivore aquatic surface,NA,NA,NA,Precocial_1,Galloanseres
347,Anseriformes,Anatidae,Anas_undulata,Anas_undulata,92.36,79.94,73.81,55.82,51.34,81.66,47.43,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1008,Herbivore aquatic surface,Herbivore aquatic,Wetland,103.2,Precocial_1,Galloanseres
348,Anseriformes,Anatidae,Anas_versicolor,Anas_versicolor,74.39,64.21,59.04,42.5,40.55,66.04,34.72,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",595.21,Herbivore aquatic surface,NA,NA,NA,Precocial_1,Galloanseres
349,Psittaciformes,Psittacidae,Anodorhynchus_leari,Anodorhynchus_leari,77.72,96.55,88.17,62.01,63.01,83.29,33.71,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",940,Fugivore glean,Frugivore,Shrubland,118.7,Altricial_2,Telluraves
350,Charadriiformes,Laridae,Anous_minutus,Anous_minutus,49.71,57.15,55.42,30.78,22.93,36.43,21.01,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",112.4,Aquatic aerial,Aquatic predator,Marine,135.8,Semiprecocial,Cursorimorphae
351,Charadriiformes,Laridae,Anous_stolidus,Anous_stolidus,68.23,78.75,76.51,40.76,28.85,46.39,24.69,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",177.8,Aquatic aerial,Aquatic predator,Marine,160.8,Semiprecocial,Cursorimorphae
352,Apodiformes,Trochilidae,Aphantochroa_cirrochloris,Aphantochroa_cirrochloris,6.37,6.96,5.93,9.33,10.26,15.01,5.95,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",7.7,Nectarivore aerial,Nectarivore,Forest,42.8,Altricial_2,Strisores
353,Psittaciformes,Psittaculidae,Aprosmictus_erythropterus,Aprosmictus_erythropterus,43.18,50.2,46.6,33.23,34.8,49.42,20.29,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",136,NA,Omnivore,Forest,87.2,Altricial_2,Telluraves
354,Accipitriformes,Accipitridae,Aquila_rapax,Aquila_rapax,168,200.5,190.5,90.16,96.71,132.2,83.76,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2236.1,Vertivore air to surface,Vertivore,Shrubland,196,Semialtricial,Telluraves
355,Psittaciformes,Psittacidae,Ara_ararauna,Ara_ararauna,83.21,105.11,97.47,65.35,59.02,81.93,32.23,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1125,NA,Omnivore,Forest,115.4,Altricial_2,Telluraves
356,Psittaciformes,Psittacidae,Ara_chloropterus,Ara_chloropterus,84.48,108.17,100.4,64.01,61.4,86.39,32.26,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1214,NA,Omnivore,Forest,167.4,Altricial_2,Telluraves
357,Psittaciformes,Psittacidae,Ara_militaris,Ara_militaris,88.11,107.75,100.81,67.47,63.14,82.8,31.42,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1134,Fugivore glean,Frugivore,Forest,151.2,Altricial_2,Telluraves
358,Psittaciformes,Psittacidae,Aratinga_canicularis,Aratinga_canicularis,29.04,34.97,31.83,22.24,24.78,35.34,11.18,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",85,Fugivore glean,NA,NA,NA,Altricial_2,Telluraves
359,Psittaciformes,Psittacidae,Aratinga_erythrogenys,Aratinga_erythrogenys,34.83,40.05,36.48,26.81,31.91,43.51,16.35,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",151,Fugivore glean,NA,NA,NA,Altricial_2,Telluraves
360,Psittaciformes,Psittacidae,Aratinga_mitrata,Aratinga_mitrata,42.5,49.95,46.01,32.93,38.19,52.09,19.57,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",249,Granivore arboreal,NA,NA,NA,Altricial_2,Telluraves
361,Psittaciformes,Psittacidae,Aratinga_nana,Aratinga_nana,33.83,41.02,38.36,27.14,30.17,41.73,15.33,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",76.9,Fugivore glean,NA,NA,NA,Altricial_2,Telluraves
362,Psittaciformes,Psittacidae,Aratinga_solstitialis,Aratinga_solstitialis,32.15,39.03,35.68,25.99,27.53,39.72,14.65,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",119.6,Fugivore glean,Frugivore,Forest,64.7,Altricial_2,Telluraves
363,Psittaciformes,Psittacidae,Aratinga_weddellii,Aratinga_weddellii,31.04,37.06,34.52,23.36,27.05,35.92,13.95,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",108,Fugivore glean,Frugivore,Forest,61.6,Altricial_2,Telluraves
364,Apodiformes,Trochilidae,Archilochus_alexandri,Archilochus_alexandri,3.54,4.12,4.09,5.33,7.44,11.38,3.23,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",3.4,Nectarivore aerial,Nectarivore,Forest,27.4,Altricial_2,Strisores
365,Anseriformes,Anatidae,Aythya_affinis,Aythya_affinis,78.14,70.97,66.54,43.61,41.48,68.68,34.92,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",819.5,Aquatic dive,Aquatic predator,Wetland,101,Precocial_1,Galloanseres
366,Anseriformes,Anatidae,Aythya_americana,Aythya_americana,89.42,75.07,70.44,46.19,46.41,75.98,37.78,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1075.7,Herbivore aquatic surface,Herbivore aquatic,Wetland,104.6,Precocial_1,Galloanseres
367,Anseriformes,Anatidae,Aythya_collaris,Aythya_collaris,75.45,65.83,61.87,42.35,43.88,67.95,34.66,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",704.6,Herbivore aquatic dive,Herbivore aquatic,Wetland,92.6,Precocial_1,Galloanseres
368,Anseriformes,Anatidae,Aythya_nyroca,Aythya_nyroca,72.32,61.66,57.08,38.41,37.82,61.2,33.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",574,Herbivore aquatic dive,Herbivore aquatic,Wetland,89.1,Precocial_1,Galloanseres
369,Anseriformes,Anatidae,Aythya_valisineria,Aythya_valisineria,91.8,81.04,75.96,49.64,48.61,80.83,42.27,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1202,Herbivore aquatic dive,Herbivore aquatic,Wetland,93.4,Precocial_1,Galloanseres
370,Psittaciformes,Psittacidae,Brotogeris_chiriri,Brotogeris_chiriri,26.49,31.68,29.3,20.05,23.92,34.11,11.59,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",61.6,NA,Omnivore,Forest,51,Altricial_2,Telluraves
371,Psittaciformes,Psittacidae,Brotogeris_jugularis,Brotogeris_jugularis,26.99,31.59,28.7,19.95,24.31,33.24,12.21,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",63.2,NA,Omnivore,Woodland,46.4,Altricial_2,Telluraves
372,Psittaciformes,Psittacidae,Brotogeris_versicolurus,Brotogeris_versicolurus,28.79,34.15,31.49,20.76,25.91,35.31,12.65,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",71.5,NA,Omnivore,Forest,44.7,Altricial_2,Telluraves
373,Anseriformes,Anatidae,Bucephala_islandica,Bucephala_islandica,77.63,67.04,62.62,45.92,46.28,66.37,35.15,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",921.2,Aquatic dive,Aquatic predator,Wetland,103,Precocial_1,Galloanseres
374,Accipitriformes,Accipitridae,Buteo_buteo,Buteo_buteo,103.79,122.99,115.27,60.97,75.72,102.27,76.72,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",759.1,Vertivore perch,Vertivore,Grassland,147.2,Semialtricial,Telluraves
375,Accipitriformes,Accipitridae,Buteo_lagopus,Buteo_lagopus,114.85,132.6,125.84,68.24,81.59,100.59,69.84,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",949.8,Vertivore perch,Vertivore,Grassland,180.3,Semialtricial,Telluraves
376,Accipitriformes,Accipitridae,Buteo_lineatus,Buteo_lineatus,83,95.78,90.07,49.68,66.96,90.03,72.84,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",603.7,Vertivore air to surface,Vertivore,Woodland,106.9,Semialtricial,Telluraves
377,Accipitriformes,Accipitridae,Buteo_polyosoma,Buteo_polyosoma,91.26,107.54,101.1,54.41,70.04,96.3,81.14,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",782.61,Vertivore air to surface,NA,NA,NA,Semialtricial,Telluraves
378,Accipitriformes,Accipitridae,Buteo_regalis,Buteo_regalis,121.74,148.7,140.67,74.13,89.86,114.39,83.21,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1437.2,Generalist,Vertivore,Grassland,179.2,Semialtricial,Telluraves
379,Accipitriformes,Accipitridae,Buteo_swainsoni,Buteo_swainsoni,106.6,115.98,109.79,60.23,70.45,91.47,63.09,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",946.6,Vertivore perch,Vertivore,Grassland,175.2,Semialtricial,Telluraves
380,Accipitriformes,Accipitridae,Buteogallus_anthracinus,Buteogallus_anthracinus,116.02,132.8,124.8,62.23,79.85,112.7,88.47,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",975.1,Aquatic perch,Aquatic predator,Woodland,106,Semialtricial,Telluraves
381,Accipitriformes,Accipitridae,Buteogallus_meridionalis,Buteogallus_meridionalis,116.9,136.64,129.7,64.08,75.94,118.21,102.05,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",808,Vertivore perch,Vertivore,Grassland,130.9,Semialtricial,Telluraves
382,Psittaciformes,Cacatuidae,Cacatua_goffiniana,Cacatua_goffiniana,82.61,101.81,95.56,48.75,57.97,84.28,26.88,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",275,Granivore arboreal,Granivore,Forest,61.8,Altricial_2,Telluraves
383,Psittaciformes,Cacatuidae,Cacatua_haematuropygia,Cacatua_haematuropygia,58.03,69.59,64.76,38.2,43.42,59.76,21.21,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",288,Granivore arboreal,Granivore,Forest,75.2,Altricial_2,Telluraves
384,Psittaciformes,Cacatuidae,Cacatua_roseicapilla,Cacatua_roseicapilla,57.03,66.02,61.07,42.44,40.14,59.12,20.8,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",325.33,Granivore ground,NA,NA,NA,Altricial_2,Telluraves
385,Psittaciformes,Cacatuidae,Cacatua_sulphurea,Cacatua_sulphurea,66.48,79.06,73.57,44.08,48.08,67.95,22.58,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",303.3,Granivore arboreal,Granivore,Forest,74.8,Altricial_2,Telluraves
386,Procellariiformes,Procellariidae,Calonectris_diomedea,Calonectris_diomedea,118.37,121.84,119.04,59.38,37.89,73.87,50.16,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",535,Aquatic surface,Aquatic predator,Marine,220.8,Altricial_1,Phaethoquornithes
387,Passeriformes,Cardinalidae,Cardinalis_phoeniceus,Cardinalis_phoeniceus,21.51,24.44,21.56,11.19,21.64,34.58,24.17,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",35,NA,Omnivore,Shrubland,13,Altricial_2,Telluraves
388,Charadriiformes,Stercorariidae,Catharacta_maccormicki,Catharacta_maccormicki,140.39,144.84,139.75,71.82,61.59,100.21,66.41,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1347.1,Aquatic aerial,Aquatic predator,Marine,192.8,Semiprecocial,Cursorimorphae
389,Cathartiformes,Cathartidae,Cathartes_melambrotus,Cathartes_melambrotus,149.16,185.5,177.5,83.07,68.22,126.73,71.31,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1373,Scavenger ground,Scavenger,Forest,83.1,Semialtricial,Telluraves
390,Psittaciformes,Psittaculidae,Chalcopsitta_atra,Chalcopsitta_atra,38.11,42.05,37.81,29.21,37.35,51.6,20.8,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",195,Nectarivore glean,Nectarivore,Woodland,73.1,Altricial_2,Telluraves
391,Psittaciformes,Psittaculidae,Chalcopsitta_sintillata,Chalcopsitta_sintillata,37.62,42.19,38.69,29.87,37.56,51.37,21.04,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",190,Nectarivore glean,NA,NA,NA,Altricial_2,Telluraves
392,Passeriformes,Sylviidae,Chamaea_fasciata,Chamaea_fasciata,13.17,13.77,12.26,5.92,16.09,30.86,24.05,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",14.7,Invertivore glean arboreal,Invertivore,Shrubland,6.8,Altricial_2,Telluraves
393,Charadriiformes,Laridae,Chlidonias_niger,Chlidonias_niger,38.95,47.22,45.76,25.98,18.61,32.12,15.92,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",65.3,Aquatic aerial,Aquatic predator,Wetland,123.7,Semiprecocial,Cursorimorphae
394,Accipitriformes,Accipitridae,Circus_buffoni,Circus_buffoni,119.59,140.63,132.43,70.39,76.73,118.72,88.17,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",507.4,Vertivore air to surface,Vertivore,Grassland,210,Semialtricial,Telluraves
395,Accipitriformes,Accipitridae,Circus_cinereus,Circus_cinereus,78.3,94.57,88.54,49.77,60.8,87.05,67.74,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",399.7,Vertivore air to surface,Vertivore,Grassland,154.5,Semialtricial,Telluraves
396,Passeriformes,Corvidae,Cissa_chinensis,Cissa_chinensis,36.65,42.15,38.74,17.74,37.39,64.64,44.1,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",126.6,NA,Omnivore,Forest,12.4,Altricial_2,Telluraves
397,Apodiformes,Trochilidae,Coeligena_wilsoni,Coeligena_wilsoni,4.27,6.13,6.33,6.77,8.75,13.3,5.45,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",6.7,Nectarivore aerial,Nectarivore,Forest,43.8,Altricial_2,Strisores
398,Psittaciformes,Psittaculidae,Coracopsis_nigra,Coracopsis_nigra,51.48,59.77,55.55,38.42,37.51,55.4,21.91,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",186.2,Fugivore glean,Frugivore,Forest,85,Altricial_2,Telluraves
399,Anseriformes,Anatidae,Coscoroba_coscoroba,Coscoroba_coscoroba,172,170,161,94.34,80.57,144.66,91.32,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",4294.8,Aquatic surface,Aquatic predator,Wetland,180.5,Precocial_1,Galloanseres
400,Charadriiformes,Laridae,Creagrus_furcatus,Creagrus_furcatus,116.59,135.35,130.88,67.43,44.94,79.16,51.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",687,Aquatic aerial,Aquatic predator,Marine,243.8,Semiprecocial,Cursorimorphae
401,Passeriformes,Corvidae,Cyanocorax_chrysops,Cyanocorax_chrysops,33.39,40.71,35.94,18.35,33.46,56.8,42.65,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",166,Generalist,Invertivore,Forest,15.6,Altricial_2,Telluraves
402,Psittaciformes,Psittaculidae,Cyanoramphus_novaezelandiae,Cyanoramphus_novaezelandiae,27.93,31.52,28.93,22.69,26.9,41.71,20.87,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",90.2,NA,Omnivore,Forest,48.6,Altricial_2,Telluraves
403,Psittaciformes,Psittaculidae,Cyclopsitta_diophthalma,Cyclopsitta_diophthalma,19.33,22.1,20.19,14.21,19.47,26.99,11.05,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",41.8,NA,Omnivore,Forest,39.9,Altricial_2,Telluraves
404,Anseriformes,Anatidae,Cygnus_melancoryphus,Cygnus_melancoryphus,194,177,173,95.76,78.46,141.58,81.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",4711.7,Herbivore aquatic surface,Herbivore aquatic,Wetland,170.8,Precocial_1,Galloanseres
405,Anseriformes,Anatidae,Dendrocygna_guttata,Dendrocygna_guttata,87.18,87.09,81.89,46.36,46.16,74.65,45.21,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",800,NA,Omnivore,Wetland,55.6,Precocial_1,Galloanseres
406,Passeriformes,Dicruridae,Dicrurus_paradiseus,Dicrurus_paradiseus,30.64,41.48,37.41,17.86,23.58,36.79,22.3,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",85.8,Invertivore sally air,Invertivore,Forest,31.1,Altricial_2,Telluraves
407,Procellariiformes,Diomedeidae,Diomedea_epomophora,Diomedea_epomophora,426,425,418.5,147.53,112.71,219,127.31,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",8905.6,Aquatic surface,Aquatic predator,Marine,372.5,Altricial_1,Phaethoquornithes
408,Psittaciformes,Psittaculidae,Eclectus_roratus,Eclectus_roratus,59.35,69.5,64.94,40.38,45.5,59.15,21.62,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",480.8,NA,Omnivore,Forest,79.5,Altricial_2,Telluraves
409,Psittaciformes,Psittacidae,Enicognathus_leptorhynchus,Enicognathus_leptorhynchus,43.11,48.98,44.63,33.34,38.17,54.99,20.06,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",193,NA,Omnivore,Forest,105,Altricial_2,Telluraves
410,Psittaciformes,Psittaculidae,Eos_bornea,Eos_bornea,32.95,36.17,33.27,25.64,33.6,48.06,18.27,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",156,Nectarivore glean,Nectarivore,Forest,76.8,Altricial_2,Telluraves
411,Psittaciformes,Psittaculidae,Eos_cyanogenia,Eos_cyanogenia,32.81,36.36,32.7,25.97,34.26,48.73,19.01,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",167,Nectarivore glean,Nectarivore,Forest,76,Altricial_2,Telluraves
412,Psittaciformes,Psittaculidae,Eos_squamata,Eos_squamata,27,29.94,27.21,21.37,28.68,39.52,15.51,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",91,NA,Omnivore,Forest,74.4,Altricial_2,Telluraves
413,Psittaciformes,Psittaculidae,Eunymphicus_cornutus,Eunymphicus_cornutus,35.97,41.89,38.46,27.79,33.5,47.12,20.87,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",130,NA,Omnivore,Forest,61,Altricial_2,Telluraves
414,Falconiformes,Falconidae,Falco_femoralis,Falco_femoralis,67.93,77.29,71.16,44.61,55.88,73.87,49.25,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",335.8,Vertivore aerial,Vertivore,Grassland,112.7,Semialtricial,Telluraves
415,Psittaciformes,Psittacidae,Forpus_coelestis,Forpus_coelestis,18.66,21.5,19.59,14,18.89,26.68,11.49,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",26.1,NA,Omnivore,Shrubland,26.7,Altricial_2,Telluraves
416,Suliformes,Fregatidae,Fregata_ariel,Fregata_ariel,178.5,230.5,226.5,102.89,46.99,64.43,18.82,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",804.3,Aquatic aerial,Aquatic predator,Marine,333,Altricial_2,Phaethoquornithes
417,Suliformes,Fregatidae,Fregata_magnificens,Fregata_magnificens,212,280,275,132.41,57.67,77.1,23.74,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1490.5,Aquatic aerial,Aquatic predator,Marine,413,Altricial_2,Phaethoquornithes
418,Suliformes,Fregatidae,Fregata_minor,Fregata_minor,182,240,235,108.61,50.06,67.99,19.9,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1274.7,Aquatic aerial,Aquatic predator,Marine,364.5,Altricial_2,Phaethoquornithes
419,Procellariiformes,Procellariidae,Fulmarus_glacialoides,Fulmarus_glacialoides,107.65,106.19,104.44,52.99,45.75,84.55,50.25,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",793.4,Aquatic surface,Aquatic predator,Marine,154.2,Altricial_1,Phaethoquornithes
420,Accipitriformes,Accipitridae,Geranoaetus_melanoleucus,Geranoaetus_melanoleucus,129.91,153.84,144.67,75.59,93.52,129.08,98.13,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2378.6,Vertivore air to surface,Vertivore,Shrubland,182.8,Semialtricial,Telluraves
421,Psittaciformes,Psittacidae,Guaruba_guarouba,Guaruba_guarouba,43.5,50.05,46.03,34.2,37.41,50.12,18.93,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",194,Fugivore glean,Frugivore,Forest,75.6,Altricial_2,Telluraves
422,Procellariiformes,Procellariidae,Halobaena_caerulea,Halobaena_caerulea,63.54,61.7,59.97,33.59,25.71,53.98,33.11,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",202,Generalist,Aquatic predator,Marine,128,Altricial_1,Phaethoquornithes
423,Falconiformes,Accipitridae,Harpyhaliaetus_solitarius,Harpyhaliaetus_solitarius,164.5,190.5,180.5,85.64,106.43,162.5,125.11,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",3000,Vertivore perch,NA,NA,NA,Semialtricial,Telluraves
424,Passeriformes,Irenidae,Irena_puella,Irena_puella,29.28,34.69,30.94,14.83,23.63,32.23,17.78,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",64.9,Fugivore glean,Frugivore,Forest,31.5,Altricial_2,Telluraves
425,Apodiformes,Trochilidae,Lampornis_clemenciae,Lampornis_clemenciae,6.44,7.3,6.76,9.62,9.41,14.28,5.79,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",7.6,Nectarivore aerial,Nectarivore,Forest,47.9,Altricial_2,Strisores
426,Charadriiformes,Laridae,Larosterna_inca,Larosterna_inca,66.59,81.56,79.13,42.37,31.04,48.72,23.13,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",219,Aquatic plunge,Aquatic predator,Marine,163.5,Semiprecocial,Cursorimorphae
427,Charadriiformes,Laridae,Larus_californicus,Larus_californicus,116.51,130.07,126.41,64.67,48.71,89.82,56.73,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",683.4,NA,Omnivore,Coastal,220.2,Semiprecocial,Cursorimorphae
428,Charadriiformes,Laridae,Larus_delawarensis,Larus_delawarensis,103.78,121.28,117.71,61.83,46.29,89.17,59.13,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",516.3,NA,Omnivore,Coastal,205.5,Semiprecocial,Cursorimorphae
429,Charadriiformes,Laridae,Larus_dominicanus,Larus_dominicanus,130.15,145.64,140.15,71.77,56.62,104.32,66.1,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",952.4,NA,Omnivore,Marine,224,Semiprecocial,Cursorimorphae
430,Charadriiformes,Laridae,Larus_fuliginosus,Larus_fuliginosus,96.71,107.15,104.6,54.63,44.29,82.94,56.16,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",380,NA,Omnivore,Coastal,185.5,Semiprecocial,Cursorimorphae
431,Charadriiformes,Laridae,Larus_heermanni,Larus_heermanni,99.08,112.61,108.67,58.91,45.64,82.47,55.48,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",500,Generalist,Aquatic predator,Coastal,185.8,Semiprecocial,Cursorimorphae
432,Charadriiformes,Laridae,Larus_livens,Larus_livens,144.89,164,169,80.03,65.79,117.26,76.08,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1322,NA,Omnivore,Marine,187,Semiprecocial,Cursorimorphae
433,Charadriiformes,Laridae,Larus_modestus,Larus_modestus,95.88,109.67,106.31,56.8,42.66,83.04,55.38,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",344,Generalist,Aquatic predator,Marine,176.5,Semiprecocial,Cursorimorphae
434,Charadriiformes,Laridae,Larus_novaehollandiae,Larus_novaehollandiae,71.48,80.21,77.36,41.7,37.18,69.53,44.23,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",269,NA,Omnivore,Coastal,146.5,Semiprecocial,Cursorimorphae
435,Charadriiformes,Laridae,Larus_occidentalis,Larus_occidentalis,122.78,135.97,131.9,68.89,56.97,103.25,66.03,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",922.8,NA,Omnivore,Marine,200.6,Semiprecocial,Cursorimorphae
436,Charadriiformes,Laridae,Larus_philadelphia,Larus_philadelphia,62.29,69.02,66.35,38.37,27.92,53.1,32.9,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",210.7,NA,Omnivore,Wetland,153.2,Semiprecocial,Cursorimorphae
437,Charadriiformes,Laridae,Larus_serranus,Larus_serranus,99.62,113.32,109.65,59.42,45.37,88.23,58.97,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",478,Generalist,Aquatic predator,Wetland,185.8,Semiprecocial,Cursorimorphae
438,Charadriiformes,Laridae,Larus_thayeri,Larus_thayeri,118.97,132.61,127.86,67.94,54.41,100.47,59.01,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",942.48,Generalist,NA,NA,NA,Semiprecocial,Cursorimorphae
439,Charadriiformes,Laridae,Leucophaeus_scoresbii,Leucophaeus_scoresbii,84.19,93.44,89.97,48.61,46.9,80.09,48.68,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",523.5,NA,NA,NA,NA,Semiprecocial,Cursorimorphae
440,Anseriformes,Anatidae,Lophodytes_cucullatus,Lophodytes_cucullatus,63.64,51.27,48.16,38.24,36.95,56.07,30.93,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",613.8,Aquatic dive,Aquatic predator,Wetland,95,Precocial_1,Galloanseres
441,Psittaciformes,Psittaculidae,Loriculus_galgulus,Loriculus_galgulus,18.62,22.34,20.46,14.43,26.13,19.79,10.3,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",28,Fugivore glean,Frugivore,Forest,33.8,Altricial_2,Telluraves
442,Psittaciformes,Psittaculidae,Loriculus_philippensis,Loriculus_philippensis,19.34,22.68,20.83,14.82,20.08,27.34,10.62,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",34.9,NA,Omnivore,Forest,35.1,Altricial_2,Telluraves
443,Psittaciformes,Psittaculidae,Lorius_garrulus,Lorius_garrulus,37.07,41.27,37.39,28.27,38.68,53.38,22.05,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",143,Nectarivore glean,Nectarivore,Forest,70.6,Altricial_2,Telluraves
444,Psittaciformes,Psittaculidae,Lorius_hypoinochrous,Lorius_hypoinochrous,38.21,42.13,38.48,28.21,40.14,57.67,22.15,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",187,Nectarivore glean,Nectarivore,Forest,75.3,Altricial_2,Telluraves
445,Psittaciformes,Psittaculidae,Lorius_lory,Lorius_lory,31.96,35.94,32.65,23.84,34.95,50.18,19.89,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",176.9,Nectarivore glean,Nectarivore,Forest,64.2,Altricial_2,Telluraves
446,Passeriformes,Thraupidae,Loxigilla_noctis,Loxigilla_noctis,16.96,21.13,18.39,10.02,8.9,26.21,20.08,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",16.6,NA,Omnivore,Forest,12.2,Altricial_2,Telluraves
