,Order,Family,Species,JetzTreeName,Humerus_length_mm,Ulna_length_mm,Radius_length_mm,Carpometacarpus_length_mm,Femur_length_mm,Tibiotarsus_length_mm,Tarsometatarsus_length_mm,Spec_no.,Reference,Body_mass_g,Foraging_niche,TrophicEcology,Habitat,Kipps.dist,Ontogeny,Magnificent7
597,Columbiformes,Columbidae,Treron_vernans,Treron_vernans,33.26,39.09,35.27,22.29,31.63,39.26,21.47,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",132,Fugivore glean,Frugivore,Forest,44.4,Altricial_1,Columbaves
598,Passeriformes,Tyrannidae,Tyrannus_tyrannus,Tyrannus_tyrannus,25.21,35.31,32.08,19.08,19.72,29.89,17.85,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",39.9,Generalist,Invertivore,Woodland,38.6,Altricial_2,Telluraves
599,Strigiformes,Tytonidae,Tyto_alba,Tyto_alba,99.44,111.08,106.34,51.21,60.31,101.95,74.15,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",403.3,Vertivore perch,Vertivore,Human Modified,111.5,Altricial_1,Telluraves
600,Charadriiformes,Laridae,Xema_sabini,Xema_sabini,64.22,75,72.68,39.23,27.55,54.22,33.25,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",198,Generalist,Aquatic predator,Marine,156.8,Semiprecocial,Cursorimorphae
601,Passeriformes,Pipridae,Xenopipo_holochlora,Xenopipo_holochlora,17.88,24.25,22.59,10.27,14.3,19.93,15.05,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",14.9,Fugivore aerial,NA,NA,NA,Altricial_2,Telluraves
602,Pelecaniformes,Ardeidae,Bubulcus_ibis,Bubulcus_ibis,91.75,106.92,102,48.16,54.96,116.28,75.53,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",366,NA,Omnivore,Human Modified,73,Semialtricial,Phaethoquornithes
603,Ciconiiformes,Ciconiidae,Ephippiorhynchus_senegalensis,Ephippiorhynchus_senegalensis,235.5,284,273.5,120.22,112.99,362.5,309,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",6158.7,Aquatic ground,Aquatic predator,Wetland,243.8,Semialtricial,Phaethoquornithes
604,Eurypygiformes,Rhynochetidae,Rhynochetos_jubatus,Rhynochetos_jubatus,63.21,63.09,55.92,33.26,65.53,119.56,104.23,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",860,Invertivore ground,Invertivore,Forest,37.1,Semiprecocial,Phaethoquornithes
605,Charadriiformes,Scolopacidae,Actitis_macularius,Actitis_macularius,25.6,27.32,25.9,16.07,20.06,34.64,23.81,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",40.4,Aquatic ground,Aquatic predator,Wetland,47.6,Precocial_1,Cursorimorphae
606,Charadriiformes,Scolopacidae,Arenaria_interpres,Arenaria_interpres,37.63,40.88,38.95,24.13,28.36,45.15,26.48,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",136,Aquatic ground,Aquatic predator,Coastal,83.4,Precocial_1,Cursorimorphae
607,Charadriiformes,Scolopacidae,Arenaria_melanocephala,Arenaria_melanocephala,39.91,43.99,41.53,26.18,31.08,49.39,28.36,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",126.2,Aquatic ground,Aquatic predator,Coastal,72.5,Precocial_1,Cursorimorphae
608,Charadriiformes,Scolopacidae,Calidris_alba,Calidris_alba,30.38,32.21,30.67,19.18,22.12,40.22,25.48,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",51.7,Aquatic ground,Aquatic predator,Coastal,62.7,Precocial_1,Cursorimorphae
609,Charadriiformes,Scolopacidae,Calidris_bairdii,Calidris_bairdii,28.17,30.39,28.92,17.93,18.79,36.47,22.25,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",41,Aquatic ground,Aquatic predator,Grassland,66.7,Precocial_1,Cursorimorphae
610,Charadriiformes,Scolopacidae,Calidris_melanotos,Calidris_melanotos,32.86,35.5,34.61,20.43,25.22,45.9,27.57,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",79.7,Aquatic ground,Aquatic predator,Wetland,67.1,Precocial_1,Cursorimorphae
611,Charadriiformes,Scolopacidae,Calidris_pusilla,Calidris_pusilla,23.17,24.33,23.13,14.51,16.44,33.47,21.6,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",27.5,Aquatic ground,Aquatic predator,Grassland,50.9,Precocial_1,Cursorimorphae
612,Charadriiformes,Charadriidae,Charadrius_montanus,Charadrius_montanus,40.39,44.87,42.48,24.81,29.16,54.29,40.87,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",95.7,Invertivore ground,Invertivore,Grassland,79.2,Precocial_1,Cursorimorphae
613,Charadriiformes,Charadriidae,Charadrius_vociferus,Charadrius_vociferus,40,44.26,42.21,26.79,27.65,52.56,37.22,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",96.4,NA,Omnivore,Wetland,83.5,Precocial_1,Cursorimorphae
614,Charadriiformes,Scolopacidae,Gallinago_gallinago,Gallinago_gallinago,37.93,39.85,37.35,25.67,31.89,51.37,31.98,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",112.9,Aquatic ground,Aquatic predator,Wetland,56.6,Precocial_1,Cursorimorphae
615,Charadriiformes,Laridae,Larus_ridibundus,Larus_ridibundus,75.9,85.06,82.29,46.51,35.57,68.35,44.94,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",284,Generalist,Aquatic predator,Wetland,169.9,Semiprecocial,Cursorimorphae
616,Charadriiformes,Scolopacidae,Lymnocryptes_minimus,Lymnocryptes_minimus,30.71,33.74,31.74,21.41,24.74,41.48,24.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",50.1,Aquatic ground,Aquatic predator,Wetland,45.8,Precocial_1,Cursorimorphae
617,Charadriiformes,Scolopacidae,Numenius_tahitiensis,Numenius_tahitiensis,77.73,85.97,82.67,44.11,51.42,87.87,60.76,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",400.1,NA,Omnivore,Grassland,131.3,Precocial_1,Cursorimorphae
618,Charadriiformes,Charadriidae,Pluvialis_apricaria,Pluvialis_apricaria,50.92,53.09,50.26,31.01,37.33,63.08,42.51,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",214,Invertivore ground,Invertivore,Grassland,104.2,Precocial_1,Cursorimorphae
619,Charadriiformes,Charadriidae,Pluvialis_dominica,Pluvialis_dominica,43.92,46.31,44.03,25.13,32.07,62.05,42.53,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",151.5,Invertivore ground,Invertivore,Grassland,109.4,Precocial_1,Cursorimorphae
620,Charadriiformes,Charadriidae,Pluvialis_squatarola,Pluvialis_squatarola,54.07,57.46,54.93,31.77,38.18,72.39,52.03,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",250,Aquatic ground,Aquatic predator,Grassland,110,Precocial_1,Cursorimorphae
621,Charadriiformes,Charadriidae,Vanellus_armatus,Vanellus_armatus,58.2,66.89,64.05,35.4,34.4,88.83,70.04,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",156,Aquatic ground,Aquatic predator,Wetland,82,Precocial_1,Cursorimorphae
622,Charadriiformes,Charadriidae,Vanellus_chilensis,Vanellus_chilensis,71.2,80.53,77.2,41.55,41.51,92.78,75.9,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",327,NA,Omnivore,Grassland,72.7,Precocial_1,Cursorimorphae
623,Charadriiformes,Charadriidae,Vanellus_miles,Vanellus_miles,74.99,86.77,83.41,42.06,40.8,92.85,77.5,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",387,Invertivore ground,Invertivore,Grassland,87.2,Precocial_1,Cursorimorphae
624,Charadriiformes,Charadriidae,Vanellus_resplendens,Vanellus_resplendens,59.81,69.21,66.89,34,37.62,68.45,52.21,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",214,Invertivore ground,Invertivore,Grassland,87.5,Precocial_1,Cursorimorphae
625,Columbiformes,Columbidae,Chalcophaps_indica,Chalcophaps_indica,32.54,38.93,34.9,22.04,30.19,43.71,25.37,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",136.5,NA,Omnivore,Forest,40,Altricial_1,Columbaves
626,Columbiformes,Columbidae,Chalcophaps_stephani,Chalcophaps_stephani,30.9,37.73,34.14,21.05,30.17,42.55,24.16,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",129,NA,Omnivore,Forest,43.9,Altricial_1,Columbaves
627,Columbiformes,Columbidae,Claravis_pretiosa,Claravis_pretiosa,25.39,31.26,28.07,17.7,24.06,33.43,18.32,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",68.2,Granivore ground,Granivore,Forest,29.5,Altricial_1,Columbaves
628,Columbiformes,Columbidae,Columba_leucomela,Columba_leucomela,49.85,57.02,50.92,34.22,42.26,55.48,27.31,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",420,NA,Omnivore,Forest,73.9,Altricial_1,Columbaves
629,Columbiformes,Columbidae,Columbina_cruziana,Columbina_cruziana,20.5,23.75,21.2,13.27,21.29,28.47,17.52,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",50.1,Granivore ground,Granivore,Human Modified,20.5,Altricial_1,Columbaves
630,Columbiformes,Columbidae,Columbina_inca,Columbina_inca,20.61,25.22,22.36,14.28,20.34,27.19,15.46,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",47.5,Granivore ground,Granivore,Human Modified,24.2,Altricial_1,Columbaves
631,Columbiformes,Columbidae,Columbina_passerina,Columbina_passerina,20.43,24.41,21.9,14.05,20.41,27.19,16.22,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",35.4,NA,Omnivore,Shrubland,21.6,Altricial_1,Columbaves
632,Columbiformes,Columbidae,Columbina_picui,Columbina_picui,21.3,25.45,22.96,14.34,21.14,27.84,16.35,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",47,Granivore ground,Granivore,Human Modified,17.8,Altricial_1,Columbaves
633,Columbiformes,Columbidae,Ducula_bicolor,Ducula_bicolor,50.51,60.66,54.59,34.51,51.89,55.06,27.38,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",440,Fugivore glean,Frugivore,Forest,82.8,Altricial_1,Columbaves
634,Columbiformes,Columbidae,Ducula_carola,Ducula_carola,49.48,59.77,53.62,34.38,39.63,50.05,24.96,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",289,Fugivore glean,Frugivore,Forest,76,Altricial_1,Columbaves
635,Columbiformes,Columbidae,Ducula_lacernulata,Ducula_lacernulata,52.38,59.74,54.35,32.94,46.3,60.21,30.63,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",150,Fugivore glean,Frugivore,Forest,53.7,Altricial_1,Columbaves
636,Columbiformes,Columbidae,Ducula_pinon,Ducula_pinon,68.46,81.9,73.74,44.83,56.33,73.51,36.69,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",756,Fugivore glean,Frugivore,Forest,77.6,Altricial_1,Columbaves
637,Columbiformes,Columbidae,Ducula_rufigaster,Ducula_rufigaster,51.35,62.11,55.45,33.52,45.15,57.11,29.98,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",436,Fugivore glean,Frugivore,Forest,54.3,Altricial_1,Columbaves
638,Columbiformes,Columbidae,Gallicolumba_beccarii,Gallicolumba_beccarii,25.97,31.53,29.28,17.23,28.26,45.83,30.83,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",78.73,NA,NA,NA,NA,Altricial_1,Columbaves
639,Columbiformes,Columbidae,Gallicolumba_crinigera,Gallicolumba_crinigera,35.91,42.42,38.17,23.98,36.83,54.21,36.41,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",192.2,NA,Omnivore,Forest,43,Altricial_1,Columbaves
640,Columbiformes,Columbidae,Gallicolumba_luzonica,Gallicolumba_luzonica,34.81,41.04,37.32,23.45,35.88,55.03,37.01,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",196,NA,Omnivore,Forest,39,Altricial_1,Columbaves
641,Columbiformes,Columbidae,Gallicolumba_rufigula,Gallicolumba_rufigula,31.81,37.69,33.79,21.82,32.67,50.48,33.52,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",130,NA,Omnivore,Forest,36.8,Altricial_1,Columbaves
642,Columbiformes,Columbidae,Gallicolumba_tristigmata,Gallicolumba_tristigmata,42.09,48.71,44.03,28.31,43.29,63.08,42.44,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",275,NA,Omnivore,Forest,41.2,Altricial_1,Columbaves
643,Columbiformes,Columbidae,Geopelia_cuneata,Geopelia_cuneata,18.5,21.2,19.07,13.43,16.79,22.92,14.08,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",31.6,Granivore ground,Granivore,Grassland,31.8,Altricial_1,Columbaves
644,Columbiformes,Columbidae,Geopelia_humeralis,Geopelia_humeralis,32.64,37.58,33.23,23.54,30.92,43.27,24.98,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",128.4,Granivore ground,Granivore,Woodland,41.5,Altricial_1,Columbaves
645,Columbiformes,Columbidae,Geophaps_plumifera,Geophaps_plumifera,26.2,28.95,25.58,16.86,27.76,36.07,20.37,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",94.3,Granivore ground,Granivore,Grassland,30.9,Altricial_1,Columbaves
646,Columbiformes,Columbidae,Goura_victoria,Goura_victoria,97.85,118.62,109.71,60.65,80.51,123.82,91.34,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2384,Fugivore ground,Frugivore,Forest,66.2,Altricial_1,Columbaves
647,Columbiformes,Columbidae,Macropygia_phasianella,Macropygia_phasianella,39.61,46.73,41.77,27.85,33.39,42.59,22.32,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",237,NA,Omnivore,NA,56.9,Altricial_1,Columbaves
648,Columbiformes,Columbidae,Metriopelia_melanoptera,Metriopelia_melanoptera,25.81,30.06,26.69,18.53,26.66,34.15,19.93,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",100,Granivore ground,Granivore,Shrubland,50.2,Altricial_1,Columbaves
649,Columbiformes,Columbidae,Oena_capensis,Oena_capensis,22.16,27.41,24.75,15.35,18.12,24.99,14.14,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",40.6,Granivore ground,Granivore,Shrubland,40.2,Altricial_1,Columbaves
650,Columbiformes,Columbidae,Patagioenas_maculosa,Patagioenas_maculosa,47.34,53.84,48.09,33.45,41.73,58,31.53,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",347,Granivore ground,Granivore,Woodland,81.4,Altricial_1,Columbaves
651,Columbiformes,Columbidae,Patagioenas_picazuro,Patagioenas_picazuro,53.17,61.42,54.81,37.85,45.07,58.73,32.76,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",279,NA,Omnivore,Forest,81.9,Altricial_1,Columbaves
652,Pterocliformes,Pteroclidae,Pterocles_decoratus,Pterocles_decoratus,37.35,45.04,41.78,25.63,34.45,44.84,24.91,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",181.3,Granivore ground,Granivore,Shrubland,74.2,Precocial_2,Columbaves
653,Pterocliformes,Pteroclidae,Pterocles_exustus,Pterocles_exustus,40.17,46.78,42.89,26.79,34.2,43.13,22.89,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",202.8,Granivore ground,Granivore,Grassland,100.3,Precocial_2,Columbaves
654,Columbiformes,Columbidae,Stigmatopelia_chinensis,Stigmatopelia_chinensis,35.19,40.36,35.77,24.27,32.63,45.2,26.7,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",159,Granivore ground,NA,NA,NA,Altricial_1,Columbaves
655,Columbiformes,Columbidae,Stigmatopelia_senegalensis,Stigmatopelia_senegalensis,31.1,35.87,31.76,21.35,27.78,36.92,21.06,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",82.13,Granivore ground,NA,NA,NA,Altricial_1,Columbaves
656,Columbiformes,Columbidae,Streptopelia_roseogrisea,Streptopelia_roseogrisea,31.96,37.52,34.08,22.62,28.77,38.64,22.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",155,Granivore ground,Granivore,Shrubland,62.2,Altricial_1,Columbaves
657,Columbiformes,Columbidae,Turtur_tympanistria,Turtur_tympanistria,24.65,29.95,26.73,17.21,23.98,34.65,20.47,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",70.6,Granivore ground,Granivore,Forest,28.4,Altricial_1,Columbaves
658,Columbiformes,Columbidae,Zenaida_auriculata,Zenaida_auriculata,31.42,35.72,32.15,22.56,28,38.49,21.77,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",110.2,Granivore ground,Granivore,Human Modified,45.2,Altricial_1,Columbaves
659,Galliformes,Numididae,Acryllium_vulturinum,Acryllium_vulturinum,87.59,86.23,78.88,44.38,84.61,133.16,93.59,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1330,NA,Omnivore,Shrubland,59.6,Precocial_2,Galloanseres
660,Galliformes,Phasianidae,Alectoris_melanocephala,Alectoris_melanocephala,59.32,55.17,49.17,32.86,69.3,91.57,55.4,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",614.8,Herbivore ground,Herbivore terrestrial,Forest,46.4,Precocial_2,Galloanseres
661,Galliformes,Phasianidae,Alectoris_philbyi,Alectoris_philbyi,48.42,46.78,41.95,28.06,56.59,72.54,43.82,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",441,Herbivore ground,Herbivore terrestrial,Grassland,43.6,Precocial_2,Galloanseres
662,Anseriformes,Anatidae,Anser_albifrons,Anser_albifrons,152.5,150.27,142.35,86.42,71.3,127.22,76.14,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2506.4,Herbivore ground,Herbivore terrestrial,Grassland,213.8,Precocial_1,Galloanseres
663,Anseriformes,Anatidae,Anser_brachyrhynchus,Anser_brachyrhynchus,142.15,137.97,130.59,82.16,70.83,119.9,73.44,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2642,Herbivore ground,Herbivore terrestrial,Grassland,210.8,Precocial_1,Galloanseres
664,Anseriformes,Anatidae,Anser_cygnoides,Anser_cygnoides,150.21,142.96,134.79,83.02,71.34,126.52,76.82,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",3511.94,Herbivore ground,NA,NA,NA,Precocial_1,Galloanseres
665,Anseriformes,Anatidae,Anser_indicus,Anser_indicus,160.5,151.21,142.57,89.4,72.35,128.91,81.75,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2212.6,Herbivore ground,Herbivore terrestrial,Wetland,215.2,Precocial_1,Galloanseres
666,Galliformes,Phasianidae,Arborophila_javanica,Arborophila_javanica,40.44,39.85,35.68,21.06,44.45,62.01,37.53,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",272,NA,Omnivore,Forest,34.9,Precocial_2,Galloanseres
667,Galliformes,Phasianidae,Argusianus_argus,Argusianus_argus,102.62,95.22,56.59,106.38,107.52,161.5,116.9,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1959.9,Fugivore ground,Frugivore,Forest,29,Precocial_2,Galloanseres
668,Galliformes,Phasianidae,Bambusicola_fytchii,Bambusicola_fytchii,45.68,42.07,38.45,23.45,54.69,70.73,45.14,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",313.7,NA,Omnivore,Forest,26,Precocial_2,Galloanseres
669,Galliformes,Phasianidae,Bambusicola_thoracicus,Bambusicola_thoracicus,44.14,40.63,36.42,22.36,51.64,66.98,44.29,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",264.8,NA,Omnivore,Forest,30.5,Precocial_2,Galloanseres
670,Anseriformes,Anatidae,Branta_bernicla,Branta_bernicla,117.32,109.61,104.68,63.03,57.2,97.37,55.83,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1277.9,Herbivore ground,Herbivore terrestrial,Grassland,167.7,Precocial_1,Galloanseres
671,Anseriformes,Anatidae,Branta_leucopsis,Branta_leucopsis,144.16,136.83,129.35,79.51,72.56,124.55,80.39,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1684,Herbivore ground,Herbivore terrestrial,Grassland,199.8,Precocial_1,Galloanseres
672,Anseriformes,Anatidae,Branta_sandvicensis,Branta_sandvicensis,128.74,123.77,117.25,71.51,70.81,128.24,81.8,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2044.1,Herbivore ground,Herbivore terrestrial,Shrubland,146.8,Precocial_1,Galloanseres
673,Galliformes,Odontophoridae,Callipepla_californica,Callipepla_californica,31.18,27.37,24.36,16.86,38.01,51.01,30.13,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",165.7,NA,Omnivore,Shrubland,28.3,Precocial_1,Galloanseres
674,Galliformes,Odontophoridae,Callipepla_douglasii,Callipepla_douglasii,33.02,28.36,25.38,17.54,37.84,48.17,28.41,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",177.1,NA,Omnivore,Shrubland,25.1,Precocial_1,Galloanseres
675,Anseriformes,Anatidae,Chen_rossii,Chen_rossii,124.6,122.69,116.23,68.8,59.02,107.45,65.6,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1635.99,Herbivore ground,NA,NA,NA,Precocial_1,Galloanseres
676,Anseriformes,Anatidae,Chloephaga_melanoptera,Chloephaga_melanoptera,142.21,143.23,133.27,80.31,78.44,136.27,87.72,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2037,Herbivore ground,Herbivore terrestrial,Wetland,152.8,Precocial_1,Galloanseres
677,Anseriformes,Anatidae,Chloephaga_rubidiceps,Chloephaga_rubidiceps,123.74,118.66,112.82,73.8,69.76,122.86,73.26,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2086,Herbivore ground,Herbivore terrestrial,Grassland,143.2,Precocial_1,Galloanseres
678,Galliformes,Phasianidae,Chrysolophus_amherstiae,Chrysolophus_amherstiae,62.19,57.1,51.86,31.72,81.13,113.27,79.74,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",732.5,NA,Omnivore,Forest,35.4,Precocial_2,Galloanseres
679,Galliformes,Phasianidae,Chrysolophus_pictus,Chrysolophus_pictus,56.33,51.62,47.15,29.61,74.75,103.63,69.47,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",555.2,Herbivore ground,Herbivore terrestrial,Forest,37.8,Precocial_2,Galloanseres
680,Galliformes,Phasianidae,Coturnix_coromandelica,Coturnix_coromandelica,28.34,24.51,22.47,15.87,30.07,38.38,23.46,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",73.8,Granivore ground,Granivore,Grassland,32,Precocial_2,Galloanseres
681,Galliformes,Cracidae,Crax_alector,Crax_alector,110.71,116.82,106.47,61.09,110.28,172,114.69,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2872,Fugivore ground,Frugivore,Forest,20.3,Precocial_3,Galloanseres
682,Galliformes,Cracidae,Crax_rubra,Crax_rubra,116.11,125.17,113.91,61.99,112.16,165.5,107.6,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",4133,Fugivore ground,Frugivore,Forest,35.6,Precocial_3,Galloanseres
683,Galliformes,Phasianidae,Crossoptilon_crossoptilon,Crossoptilon_crossoptilon,85.81,81.7,73.43,45.32,108.05,144.32,91.51,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2075.3,Herbivore ground,Herbivore terrestrial,Forest,48.4,Precocial_2,Galloanseres
684,Anseriformes,Anatidae,Cyanochen_cyanoptera,Cyanochen_cyanoptera,116.04,115.02,106.6,70.18,68.16,114.13,68.1,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1520,Herbivore ground,Herbivore terrestrial,Grassland,118,Precocial_1,Galloanseres
685,Galliformes,Phasianidae,Dendragapus_obscurus,Dendragapus_obscurus,66.13,62.41,55.95,35.58,69,82.88,41.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1047.3,Herbivore ground,Herbivore terrestrial,Forest,89.3,Precocial_2,Galloanseres
686,Anseriformes,Anatidae,Dendrocygna_arborea,Dendrocygna_arborea,106.65,108.21,108.45,59.71,57.31,108.46,72.69,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1150,NA,Omnivore,Forest,77.2,Precocial_1,Galloanseres
